Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Chou Seimeitai Transformers Beast Wars Neo,Beast Wars Neo,6.42,10274,7236,2,TV,35,Finished Airing,"Feb 3, 1999 to Sep 29, 1999","TV Tokyo,       Nihon Ad Systems,       Takara","None found, add some",Ashi Productions,Other,"Action, Adventure, Sci-Fi",23 min. per ep.,G - All Ages,3,Winter 1999,Wednesdays at 18:30 (JST),"Mecha, Space",
ClassicaLoid,,6.42,4323,7237,26,TV,25,Finished Airing,"Oct 8, 2016 to Apr 1, 2017","NHK,       Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,Comedy,24 min. per ep.,PG-13 - Teens 13 or older,90,Fall 2016,Saturdays at 17:30 (JST),"Anthropomorphic, Music",
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party: Tortured Souls,6.42,611,7238,383,OVA,4,Finished Airing,24-Jul-13,MAGES.,Maiden Japan,asread.,Visual novel,"Horror, Mystery, Supernatural",29 min. per ep.,R - 17+ (violence & profanity),"1,705",,,Gore,
Crying Freeman,,6.42,5861,7239,12,OVA,6,Finished Airing,"Nov 25, 1988 to Feb 25, 1994","None found, add some","ADV Films,       Discotek Media,       Streamline Pictures",Toei Animation,Manga,"Action, Drama, Romance",51 min. per ep.,R+ - Mild Nudity,42,,,"Detective, Martial Arts, Organized Crime",Seinen
Danchigai: Juusan Goutou Sentou Ikitai!!,,6.42,4568,7240,23,Special,1,Finished Airing,18-Sep-15,DAX Production,"None found, add some",Creators in Pack,4-koma manga,"Comedy, Slice of Life",3 min.,PG-13 - Teens 13 or older,8,,,,
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","Dr. Slump: ""Hoyoyo!"" Space Adventure",6.42,11102,7241,2,Movie,1,Finished Airing,10-Jul-82,"None found, add some",Discotek Media,Toei Animation,Manga,"Comedy, Sci-Fi",1 hr. 30 min.,PG-13 - Teens 13 or older,1,,,Gag Humor,Shounen
"Dragon, Ie wo Kau.",Dragon Goes House-Hunting,6.42,2804,7242,62,TV,12,Finished Airing,"Apr 4, 2021 to Jun 20, 2021","Pony Canyon,       Studio Mausu",Funimation,Signal.MD,Manga,"Comedy, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,199,Spring 2021,Sundays at 22:00 (JST),,Shounen
Fire Tripper,,6.42,7907,7243,6,OVA,1,Finished Airing,16-Dec-85,"None found, add some",VIZ Media,Pierrot,Manga,"Fantasy, Sci-Fi",50 min.,R+ - Mild Nudity,6,,,Time Travel,
Fushigi no Kuni no Alice,Alice in Wonderland,6.42,9545,7244,3,TV,24,Finished Airing,"Oct 10, 1983 to Mar 26, 1984","None found, add some","None found, add some",Nippon Animation,Book,"Adventure, Fantasy",26 min. per ep.,G - All Ages,8,Fall 1983,Mondays at 19:30 (JST),"Anthropomorphic, Isekai",Kids
Galilei Donna,Galilei Donna: Storia di tre sorelle a caccia di un mistero,6.42,3028,7245,53,TV,11,Finished Airing,"Oct 11, 2013 to Dec 20, 2013","Aniplex,       Dentsu,       Fuji TV,       Asahi Production,       Kyoraku Industrial Holdings","Discotek Media,       Crunchyroll",A-1 Pictures,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,R - 17+ (violence & profanity),45,Fall 2013,Fridays at 00:50 (JST),,
Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,Ganbare Douki-chan: The Coworker is Suffering from Social Inequality,6.42,5277,7246,16,Special,1,Finished Airing,24-Dec-21,"None found, add some","None found, add some",AtelierPontdarc,Web manga,"Comedy, Ecchi",5 min.,PG-13 - Teens 13 or older,32,,,"Adult Cast, Romantic Subtext, Workplace",
Garakuta-doori no Stain,Mr. Stain on Junk Alley,6.42,11041,7247,2,TV,13,Finished Airing,"Jan 6, 2003 to Mar 25, 2003","None found, add some",Funimation,"None found, add some",Unknown,"Award Winning, Comedy",7 min. per ep.,PG - Children,9,Winter 2003,Unknown,,
Gifuu Doudou!!: Kanetsugu to Keiji,,6.42,7031,7248,8,TV,25,Finished Airing,"Jul 3, 2013 to Dec 18, 2013",North Stars Pictures,"None found, add some",Studio Deen,Manga,Action,24 min. per ep.,R - 17+ (violence & profanity),15,Summer 2013,Unknown,"Historical, Martial Arts, Samurai",Seinen
Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,Galaxy Express 999: Can You Live Like A Warrior?,6.42,11196,7249,2,TV Special,1,Finished Airing,11-Oct-79,"None found, add some",Discotek Media,Toei Animation,Manga,"Drama, Sci-Fi",1 hr. 33 min.,G - All Ages,0,,,Space,
Golden Douga Gekijou,Golden Travelogue Theater,6.42,7860,7250,6,ONA,46,Finished Airing,"Apr 16, 2018 to Jun 27, 2023",NBCUniversal Entertainment Japan,"None found, add some","W-Toon Studio,       DMM.futureworks",Manga,Comedy,26 sec. per ep.,R - 17+ (violence & profanity),6,,,,
Gravity Daze The Animation: Ouverture,,6.42,8404,7251,5,OVA,1,Finished Airing,26-Dec-16,"None found, add some","None found, add some",Khara,Game,"Action, Fantasy, Sci-Fi",19 min.,PG-13 - Teens 13 or older,11,,,,
Hakuouki: Shinkai - Kaze no Shou,,6.42,9034,7252,4,OVA,1,Finished Airing,25-Sep-15,"None found, add some","None found, add some",Idea Factory,Visual novel,"Action, Drama, Romance, Supernatural",11 min.,PG-13 - Teens 13 or older,6,,,"Historical, Samurai",
Hataraku Oniisan! no 2!,Working Buddies! No 2!,6.42,9351,7253,3,TV,11,Finished Airing,"Jul 6, 2018 to Sep 21, 2018","Lantis,       Movic,       Half H.P Studio,       BS Fuji,       Tokyo MX,       Good Smile Company,       Bandai Namco Arts","None found, add some","Fanworks,       Tomovies",Original,Comedy,4 min. per ep.,G - All Ages,7,Summer 2018,Fridays at 21:54 (JST),"Anthropomorphic, Workplace",
Hayan Ma-eum Baeggu,,6.42,13255,7254,1,TV,13,Finished Airing,"Oct 6, 2000 to Jan 12, 2001","None found, add some","None found, add some","None found, add some",Unknown,Adventure,23 min. per ep.,PG-13 - Teens 13 or older,3,Fall 2000,Unknown,,
Infini-T Force,,6.42,6803,7255,8,TV,12,Finished Airing,"Oct 3, 2017 to Dec 19, 2017","Yomiuri Telecasting,       Shochiku,       HoriPro,       Pony Canyon,       Digital Frontier,       Bushiroad,       Nippon Television Network,       Children's Playground Entertainment,       Nippon Television Music,       Hulu,       Kadokawa,       Sapporo Television Broadcasting,       Miyagi Television Broadcasting,       Shizuoka Daiichi Television,       Chukyo TV Broadcasting,       Hiroshima Television,       Fukuoka Broadcasting System",VIZ Media,Tatsunoko Production,Original,"Action, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,7,Fall 2017,Wednesdays at 01:59 (JST),Super Power,
Jagainu-kun,,6.42,12124,7256,1,TV,26,Finished Airing,"Apr 4, 2004 to Jul 18, 2004",Aniplex,"None found, add some","None found, add some",Original,"Adventure, Fantasy, Slice of Life",3 min. per ep.,G - All Ages,2,Spring 2004,Unknown,Anthropomorphic,Kids
Jigoku Shoujo Recap,,6.42,9868,7257,3,TV Special,1,Finished Airing,11-Jan-06,"None found, add some","None found, add some",Studio Deen,Original,Supernatural,24 min.,R - 17+ (violence & profanity),3,,,,
"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",,6.42,7772,7258,6,ONA,1,Finished Airing,28-Oct-12,"None found, add some","None found, add some",AIC ASTA,Light novel,Fantasy,6 min.,PG-13 - Teens 13 or older,1,,,,
Kagewani: Shou,Kagewani -II-,6.42,4990,7259,19,TV,13,Finished Airing,"Apr 1, 2016 to Jun 24, 2016",Directions,"None found, add some",Tomovies,Original,"Horror, Mystery, Supernatural",7 min. per ep.,R - 17+ (violence & profanity),19,Spring 2016,Fridays at 22:40 (JST),,
Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,,6.42,9210,7260,4,Movie,1,Finished Airing,23-Nov-18,Sotsu,"None found, add some",Yumeta Company,Original,"Comedy, Fantasy",57 min.,PG-13 - Teens 13 or older,1,,,Parody,
Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,,6.42,15142,7261,639,ONA,5,Finished Airing,"Jul 23, 2020 to Nov 8, 2020","None found, add some","None found, add some","None found, add some",Other,Slice of Life,7 min. per ep.,PG-13 - Teens 13 or older,3,,,,
Kick-Heart,,6.42,4763,7262,21,Movie,1,Finished Airing,26-May-13,"None found, add some","None found, add some",Production I.G,Original,"Comedy, Romance, Sports",12 min.,PG-13 - Teens 13 or older,34,,,Combat Sports,
Kidou Senshi Gundam: Suisei no Majo Recap,Mobile Suit Gundam: The Witch from Mercury Recap,6.42,10956,7263,2,TV Special,1,Finished Airing,13-Nov-22,"None found, add some","None found, add some",Sunrise,Original,"Action, Sci-Fi",24 min.,R - 17+ (violence & profanity),14,,,"Mecha, School, Space",
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,,6.42,15095,7264,646,Special,2,Finished Airing,"Sep 30, 2007 to Oct 7, 2007","None found, add some","None found, add some",Gallop,Manga,Comedy,20 min. per ep.,PG-13 - Teens 13 or older,1,,,"Adult Cast, Detective",Shounen
Komatta Jiisan,,6.42,8762,7265,4,TV,13,Finished Airing,"Apr 8, 2020 to Jul 1, 2020",BS NTV,"None found, add some",Kachidoki Studio,Manga,"Comedy, Romance",1 min. per ep.,,6,Spring 2020,Wednesdays at 23:29 (JST),Adult Cast,
Lan Mo de Hua,Lan Mo's Flower,6.42,7993,7266,5,ONA,9,Finished Airing,"Jul 13, 2017 to Aug 14, 2017",Colored Pencil Animation Japan,"None found, add some",Colored Pencil Animation,Web manga,Romance,13 min. per ep.,PG-13 - Teens 13 or older,18,,,School,
Luger Code 1951,,6.42,4740,7267,21,ONA,1,Finished Airing,15-Oct-16,Aniplex,"None found, add some",Studio Deen,Manga,"Action, Fantasy",25 min.,R - 17+ (violence & profanity),30,,,,Shounen
Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,,6.42,8763,7268,4,Movie,1,Finished Airing,06-May-16,MAGES.,"None found, add some",Studio Deen,Visual novel,"Fantasy, Romance",59 min.,PG-13 - Teens 13 or older,7,,,"Historical, Reverse Harem, Time Travel",Josei
Miru Tights,,6.42,1789,7269,124,ONA,12,Finished Airing,"May 11, 2019 to Jul 27, 2019",TRUSS,"None found, add some",Yokohama Animation Lab,Original,Ecchi,4 min. per ep.,PG-13 - Teens 13 or older,628,,,School,
Mission-E,,6.42,7774,7270,6,TV,12,Finished Airing,"Jul 8, 2008 to Sep 23, 2008","None found, add some",Media Blasters,Studio Deen,Original,"Action, Comedy, Sci-Fi",24 min. per ep.,PG - Children,5,Summer 2008,Unknown,School,
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,OniAi,6.42,792,7271,306,TV,12,Finished Airing,"Oct 5, 2012 to Dec 21, 2012","Lantis,       Media Factory,       AT-X,       DAX Production,       Cospa,       Sony Music Communications",Funimation,SILVER LINK.,Light novel,"Comedy, Romance, Ecchi",24 min. per ep.,R+ - Mild Nudity,476,Fall 2012,Fridays at 23:00 (JST),"Harem, School",
Ougon Bat,Golden Bat,6.42,10133,7272,2,TV,52,Finished Airing,"Apr 1, 1967 to Mar 23, 1968","Tele-Cartoon Japan,       Dongyang Animation","None found, add some",Dai-Ichi Douga,Novel,"Action, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,6,Spring 1967,Unknown,Super Power,
Phantom in the Twilight,,6.42,3179,7273,48,TV,12,Finished Airing,"Jul 10, 2018 to Sep 25, 2018",Happy Elements,"None found, add some",LIDENFILMS,Original,"Action, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,103,Summer 2018,Mondays at 00:30 (JST),Vampire,
Pokemon: Pikachu no Fuyuyasumi (2000),Pokémon: Pikachu's Winter Vacation (2000),6.42,6382,7274,10,OVA,2,Finished Airing,22-Dec-99,"None found, add some",4Kids Entertainment,OLM,Game,"Adventure, Comedy, Fantasy",11 min. per ep.,PG - Children,1,,,,Kids
Qi Jie Diyi Xian,The First Immortal of the Seven Realms,6.42,11993,7275,1,ONA,120,Finished Airing,"Feb 24, 2022 to Apr 6, 2023","None found, add some","None found, add some",Suoyi Technology,Web novel,"Action, Adventure, Fantasy",11 min. per ep.,PG-13 - Teens 13 or older,14,,,Martial Arts,
R-15,,6.42,2218,7276,91,TV,12,Finished Airing,"Jul 10, 2011 to Sep 25, 2011","Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx,       AMG MUSIC,       Glovision","None found, add some",AIC,Light novel,"Comedy, Romance, Ecchi",24 min. per ep.,R+ - Mild Nudity,83,Summer 2011,Unknown,"Harem, School",
Rokka no Yuusha Picture Drama,,6.42,5862,7277,12,Special,3,Finished Airing,"Sep 16, 2015 to Nov 18, 2015","None found, add some","None found, add some",Passione,Light novel,"Action, Adventure, Fantasy, Mystery",11 min. per ep.,PG-13 - Teens 13 or older,9,,,,
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,6.42,2714,7278,65,TV,12,Finished Airing,"Jul 2, 2023 to Sep 17, 2023","Aniplex,       Movic,       BS11,       Koei Tecmo Games,       Wonderful Works","None found, add some",LIDENFILMS,Game,"Adventure, Fantasy",26 min. per ep.,PG-13 - Teens 13 or older,228,Summer 2023,Sundays at 00:00 (JST),,
Sasuga no Sarutobi,Amazing Sarutobi,6.42,11135,7279,2,TV,69,Finished Airing,"Oct 17, 1982 to Mar 11, 1984","Nihon Ad Systems,       Asatsu DK","None found, add some",Tsuchida Productions,Manga,"Adventure, Comedy, Romance, Sports",25 min. per ep.,G - All Ages,12,Fall 1982,Sundays at 19:00 (JST),Martial Arts,
Shinkansen Henkei Robo Shinkalion Z the Animation,,6.42,12242,7280,1,TV,41,Finished Airing,"Apr 9, 2021 to Mar 18, 2022","TV Tokyo,       Shogakukan-Shueisha Productions","None found, add some",OLM,Other,"Action, Sci-Fi",24 min. per ep.,PG - Children,7,Spring 2021,Fridays at 19:25 (JST),Mecha,Kids
Takunomi.,Takunomi,6.42,3223,7281,47,TV,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018","Pony Canyon,       TBS,       Magic Capsule,       Shogakukan,       Lawson,       RAY,       U-NEXT,       Nichion",Sentai Filmworks,Production IMS,Web manga,"Comedy, Gourmet",12 min. per ep.,PG-13 - Teens 13 or older,46,Winter 2018,Fridays at 02:43 (JST),"Adult Cast, CGDCT",
Terra e...,Toward the Terra,6.42,6028,7282,11,Movie,1,Finished Airing,26-Apr-80,"None found, add some",Nozomi Entertainment,Toei Animation,Manga,"Action, Drama, Sci-Fi",1 hr. 51 min.,PG-13 - Teens 13 or older,20,,,"Military, Space, Super Power",Shounen
The☆Ultraman,,6.42,9393,7283,3,TV,50,Finished Airing,"Apr 4, 1979 to Mar 26, 1980","TBS,       Tsuburaya Productions",Mill Creek Entertainment,Sunrise,Other,"Action, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,12,Spring 1979,Unknown,"Space, Super Power",
Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,6.42,2430,7284,79,TV,73,Finished Airing,"Apr 11, 2011 to Sep 24, 2012","TV Tokyo,       Marvelous Entertainment,       Nihon Ad Systems,       Konami Cross Media NY",4Kids Entertainment,Gallop,Manga,"Action, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,323,Spring 2011,Mondays at 19:30 (JST),Strategy Game,Shounen
Yume Tsukai,,6.42,6566,7285,9,TV,12,Finished Airing,"Apr 9, 2006 to Jun 25, 2006","Pony Canyon,       Happinet Pictures","None found, add some",Madhouse,Manga,"Drama, Fantasy, Slice of Life",24 min. per ep.,PG - Children,15,Spring 2006,Sundays at 02:30 (JST),,
"Shirarezaru ""Momowarou Monogatari""",The Untold Story of Pecharunt,6.41,19279,7286,267,ONA,1,Finished Airing,15-Jan-24,"None found, add some","None found, add some","None found, add some",Game,Fantasy,5 min.,G - All Ages,1,,,,Kids
Sukeban Deka,Delinquent Detective,6.41,7223,7287,7,OVA,2,Finished Airing,"Apr 21, 1991 to Jul 21, 1991","Hakusensha,       Big Bang",ADV Films,SIDO LIMITED,Manga,"Action, Drama",47 min. per ep.,R - 17+ (violence & profanity),14,,,"Delinquents, Detective, School",Shoujo
Tenkai Knights,,6.41,8250,7288,5,TV,52,Finished Airing,"Apr 5, 2014 to Mar 28, 2015","None found, add some","None found, add some",Bones,Original,"Action, Adventure, Comedy, Sci-Fi",24 min. per ep.,G - All Ages,29,Spring 2014,Unknown,"Mecha, Super Power",Kids
Time Bokan,Time Fighters,6.41,9976,7289,3,TV,61,Finished Airing,"Oct 4, 1975 to Dec 25, 1976",Harmony Gold,"None found, add some",Tatsunoko Production,Original,"Adventure, Comedy",24 min. per ep.,G - All Ages,2,Fall 1975,Unknown,Mecha,
Toradora!: SOS! Kuishinbou Banbanzai,Toradora!: SOS! Hurray for Gourmands,6.41,1970,7290,109,Special,4,Finished Airing,"Feb 3, 2009 to Aug 26, 2009","None found, add some","NIS America, Inc.",J.C.Staff,Light novel,"Comedy, Gourmet",5 min. per ep.,PG-13 - Teens 13 or older,85,,,,
Transformers: The☆Headmasters,Transformers The Headmasters,6.41,8917,7291,4,TV,35,Finished Airing,"Jul 3, 1987 to Mar 28, 1988","Takara,       Nippon Television Network",Hasbro,Toei Animation,Other,"Action, Adventure, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,5,Summer 1987,Unknown,"Mecha, Space",
Tsukipro The Animation 2,,6.41,7160,7292,7,TV,13,Finished Airing,"Jul 7, 2021 to Dec 29, 2021",AZ Creative,Sentai Filmworks,PRA,Mixed media,,23 min. per ep.,PG-13 - Teens 13 or older,50,Summer 2021,Wednesdays at 22:30 (JST),"Idols (Male), Music",
Youkai Watch ♪,,6.41,10652,7293,2,TV,98,Finished Airing,"Apr 9, 2021 to Mar 31, 2023","None found, add some","None found, add some",OLM,Game,"Comedy, Supernatural",24 min. per ep.,G - All Ages,27,Spring 2021,Fridays at 18:25 (JST),Mythology,Kids
Ys,,6.41,6817,7294,8,OVA,7,Finished Airing,"Nov 21, 1989 to Sep 5, 1991","Starchild Records,       Nihon Falcom",Media Blasters,"Tokyo Kids,       Urban Product",Game,"Action, Adventure, Drama, Fantasy",26 min. per ep.,PG-13 - Teens 13 or older,13,,,Mythology,
Artiswitch: Ruru's Episodes of Memories,,6.41,15582,7295,572,ONA,2,Finished Airing,"Nov 20, 2023 to May 17, 2024",Bandai Namco Filmworks,"None found, add some",Sunrise,Original,"Slice of Life, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,4,,,,
Blue Seed 2,Blue Seed Beyond,6.41,7339,7296,7,OVA,3,Finished Airing,"Jul 24, 1996 to Feb 4, 1998","Movic,       ING,       King Records","ADV Films,       Discotek Media","Production I.G,       Xebec",Manga,"Action, Adventure, Drama, Horror, Mystery, Supernatural",28 min. per ep.,R - 17+ (violence & profanity),1,,,Mythology,Seinen
Cutie Honey,,6.41,5147,7297,17,TV,25,Finished Airing,"Oct 13, 1973 to Mar 30, 1974",Dynamic Planning,Discotek Media,Toei Animation,Manga,"Action, Sci-Fi, Ecchi",25 min. per ep.,PG-13 - Teens 13 or older,48,Fall 1973,Saturdays at 20:30 (JST),School,
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,Digimon Fusion,6.41,4281,7298,27,TV,25,Finished Airing,"Oct 2, 2011 to Mar 25, 2012",TV Asahi,Flatiron Film Company,Toei Animation,Original,"Action, Adventure, Comedy, Fantasy",25 min. per ep.,PG - Children,32,Fall 2011,Sundays at 06:30 (JST),Isekai,
eX-Driver: Nina & Rei Danger Zone,,6.41,8652,7299,4,Movie,1,Finished Airing,20-Apr-02,"Bandai Visual,       Dentsu,       Genco",Geneon Entertainment USA,Actas,Original,"Action, Sci-Fi",27 min.,PG-13 - Teens 13 or older,2,,,Racing,
Getsuyoubi no Tawawa,Tawawa on Monday,6.41,1506,7300,156,ONA,12,Finished Airing,"Oct 10, 2016 to Dec 26, 2016","NBCUniversal Entertainment Japan,       i0+","None found, add some",PINE JAM,Web manga,"Slice of Life, Ecchi",4 min. per ep.,PG-13 - Teens 13 or older,337,,,,
Ginga Hyouryuu Vifam 13,,6.41,13682,7301,982,TV,26,Finished Airing,"Mar 21, 1998 to Oct 3, 1998","None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Sci-Fi",24 min. per ep.,G - All Ages,1,Spring 1998,Sundays at 02:05 (JST),Mecha,
Ginga Tetsudou 999 for Planetarium,,6.41,12834,7302,1,Movie,1,Finished Airing,01-Jun-02,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Drama, Sci-Fi",Unknown,G - All Ages,1,,,Space,
Hello Kitty no Cinderella,Hello Kitty in Cinderella,6.41,11974,7303,1,Movie,1,Finished Airing,22-Jul-89,"Sanrio,       TOHO","None found, add some","None found, add some",Unknown,Fantasy,30 min.,PG - Children,5,,,,Kids
Hoero! Bun Bun,,6.41,12472,7304,1,TV,39,Finished Airing,"Oct 9, 1980 to Jul 9, 1981","TV Tokyo,       Wako Productions","None found, add some","None found, add some",Unknown,"Adventure, Slice of Life",23 min. per ep.,G - All Ages,3,Fall 1980,Unknown,,
Jiu Tian Xuan Di Jue 4th Season,The Success Of Empyrean Xuan Emperor 4th Season,6.41,15811,7305,543,ONA,52,Finished Airing,"May 1, 2023 to Nov 16, 2023",Youku,"None found, add some",Ruo Hong Culture,Original,"Action, Adventure, Fantasy",10 min. per ep.,PG-13 - Teens 13 or older,1,,,"Martial Arts, Mythology",
JoJo no Kimyou na Bouken: The Real 4-D Dio no Sekai,JoJo's Bizarre Adventure: The Real 4-D - Dio's World,6.41,11238,7306,2,Special,1,Finished Airing,30-Jun-17,"None found, add some","None found, add some","None found, add some",Manga,"Action, Supernatural",15 min.,PG-13 - Teens 13 or older,3,,,,Shounen
Kara no Kyoukai: Manner Movies,The Garden of Sinners: Manner Movies,6.41,5780,7307,13,Movie,7,Finished Airing,"Dec 1, 2007 to Aug 8, 2009",Aniplex,Aniplex of America,ufotable,Light novel,"Action, Comedy",1 min. per ep.,G - All Ages,28,,,,
